Date,Open,High,Low,Close,Volume
2005-04-14,503.4396,505.1823,501.6151,501.6888,69948412.0
2005-04-15,503.1629,507.319,503.1629,505.7509,64325540.0
2005-04-18,505.6807,506.4523,502.052,505.5303,144329932.0
2005-04-19,505.753,509.0243,504.9461,506.947,60242294.0
2005-04-20,506.7683,509.2721,504.0012,505.6774,66612643.0
2005-04-21,505.5649,506.973,501.4754,504.6945,48968838.0
2005-04-22,502.6597,502.8381,499.8526,501.4368,67584037.0
2005-04-25,499.1566,499.6435,496.4631,497.4689,49570289.0
2005-04-26,497.4336,499.7469,494.8293,497.3663,72678354.0
2005-04-27,498.0915,499.6586,496.4825,499.2655,55309216.0
2005-04-28,498.9835,500.8834,496.9621,498.6593,65110520.0
2005-04-29,498.6609,503.247,498.6136,498.6975,73366176.0
2005-05-02,497.5253,497.9534,492.2786,492.314,63411446.0
2005-05-03,488.3569,489.2431,483.4376,483.4376,44491291.0
2005-05-04,483.2869,485.1024,480.0858,480.6236,99857124.0
2005-05-05,478.8953,482.2594,473.6102,474.4776,102957987.0
2005-05-06,474.3389,475.437,468.8765,469.1222,32714184.0
2005-05-09,466.4674,468.9961,461.7613,461.9866,45445289.0
2005-05-10,462.4004,467.1929,460.6599,466.2822,84609854.0
2005-05-11,465.5097,467.7171,462.1327,464.5852,36604338.0
2005-05-12,464.7551,468.1424,463.9437,465.1008,121097920.0
2005-05-13,465.5299,468.3838,462.9247,466.6308,52276412.0
2005-05-16,467.6578,473.6017,467.018,472.0348,67277574.0
2005-05-17,471.4858,472.9979,469.331,470.6218,101794263.0
2005-05-18,470.0971,472.5841,469.4053,469.5488,128451726.0
2005-05-19,467.4338,469.447,461.2518,462.2231,45920086.0
2005-05-20,462.1484,462.2268,457.5404,460.8217,66213593.0
2005-05-23,463.6527,466.7922,462.0973,466.5833,47263551.0
2005-05-24,467.1173,473.2253,465.148,469.8399,55246999.0
2005-05-25,472.2262,475.6008,471.81,473.8343,75390551.0
2005-05-26,473.987,476.9871,473.3138,475.3638,92688694.0
2005-05-27,474.9639,476.0434,472.482,473.112,63618987.0
2005-05-30,472.5778,472.8637,467.2947,470.2907,82469990.0
2005-05-31,470.3509,472.0265,466.0781,470.5797,55642570.0
2005-06-01,469.8494,471.8216,465.6956,468.1862,71901865.0
2005-06-02,468.3842,470.6673,467.604,468.5484,69882013.0
2005-06-03,468.5203,468.8219,462.9037,468.0294,63638189.0
2005-06-06,467.855,468.8514,464.8425,466.8,107416786.0
2005-06-07,467.056,470.7175,467.056,468.255,77104189.0
2005-06-08,470.0794,472.222,469.0505,472.2019,82059569.0
2005-06-09,473.0006,475.1387,472.4886,475.0271,89127907.0
2005-06-10,477.0251,479.6422,476.1517,478.4575,46484112.0
2005-06-13,478.6901,480.7744,477.4429,479.3313,54951177.0
2005-06-14,479.0858,480.977,478.1773,478.3934,64824494.0
2005-06-15,479.0079,481.288,478.3967,481.288,69580286.0
2005-06-16,481.4051,483.9744,481.2025,482.7913,44985304.0
2005-06-17,482.9546,486.7537,482.9546,484.0319,164411249.0
2005-06-20,484.9445,487.1956,484.2346,487.1555,34255184.0
2005-06-21,487.552,488.436,485.738,487.9876,65242252.0
2005-06-22,487.4697,488.0699,484.3431,486.0231,111004441.0
2005-06-23,486.3762,489.1968,485.1925,487.4558,68083214.0
2005-06-24,487.5661,488.7236,485.343,487.9994,57594730.0
2005-06-27,488.248,491.8263,487.8538,490.5452,69315152.0
2005-06-28,487.723,488.1274,484.7611,485.1736,82596257.0
2005-06-29,483.3295,484.2448,476.0742,479.1234,88216225.0
2005-06-30,478.1082,478.1415,474.363,475.1547,72235938.0
2005-07-01,476.3548,479.516,474.7884,479.516,71729581.0
2005-07-04,479.7483,482.5487,477.799,480.0673,51441552.0
2005-07-05,479.9542,483.3374,478.8498,479.7035,38429570.0
2005-07-06,482.0714,490.7027,481.6069,490.0988,81621751.0
2005-07-07,490.4073,492.9358,489.1632,491.243,62550240.0
2005-07-08,491.2868,491.8117,489.1658,491.4619,42373873.0
2005-07-11,492.5548,496.8035,491.3237,496.1794,31995413.0
2005-07-12,494.3727,495.8053,492.2875,492.2875,42899383.0
2005-07-13,489.2098,489.869,485.2628,485.2628,51876741.0
2005-07-14,486.1923,488.7728,483.7163,487.4545,89452316.0
2005-07-15,485.751,486.9502,482.5874,482.9436,42217421.0
2005-07-18,477.1369,477.822,469.8216,469.8216,130228518.0
2005-07-19,464.2662,465.1307,449.0649,450.2104,68105769.0
2005-07-20,446.6746,449.1556,440.0257,440.9924,94215768.0
2005-07-21,439.1401,441.2347,425.0407,427.8786,40026443.0
2005-07-22,428.8111,432.4459,420.8146,430.3354,73762851.0
2005-07-25,435.0401,446.5725,434.1318,444.8404,91908413.0
2005-07-26,446.6017,457.371,443.3983,455.8184,58982885.0
2005-07-27,454.0909,454.473,446.5279,452.7714,190797580.0
2005-07-28,453.0087,463.5899,451.7402,454.1686,142341780.0
2005-07-29,455.3538,461.5488,454.6293,460.9759,54059056.0
2005-08-01,458.958,461.0211,454.624,456.2822,58117234.0
2005-08-02,455.2908,457.0386,448.7113,450.3668,71981593.0
2005-08-03,453.3964,459.2407,449.3955,458.5739,60725431.0
2005-08-04,458.8352,460.883,455.2094,459.3218,96126576.0
2005-08-05,459.1439,461.9993,455.9863,458.5339,51242505.0
2005-08-08,460.1767,467.2581,458.265,466.7165,57464567.0
2005-08-09,464.964,466.9216,463.8454,464.0427,69031417.0
2005-08-10,463.0116,466.1009,455.2283,458.3062,67221914.0
2005-08-11,458.2374,464.0253,453.3376,456.2573,95138114.0
2005-08-12,454.3894,459.5027,451.482,451.9421,63554580.0
2005-08-15,452.5315,457.159,450.4622,453.7131,88894698.0
2005-08-16,452.4379,455.9729,447.1464,448.203,47658240.0
2005-08-17,451.5713,455.6285,451.5713,454.4045,33870953.0
2005-08-18,454.7922,460.1185,453.6742,456.1205,52013408.0
2005-08-19,456.3801,460.0183,452.9179,456.815,84049600.0
2005-08-22,457.9242,459.9879,451.3848,459.9804,85685352.0
2005-08-23,460.3006,462.6319,457.8368,461.6647,48975989.0
2005-08-24,461.1715,464.3724,459.0322,459.4495,59715442.0
2005-08-25,460.6586,464.6729,459.4547,461.5223,53822406.0
2005-08-26,459.8068,459.8068,453.544,453.7045,34512626.0
2005-08-29,455.0426,461.0233,452.807,458.3,51118147.0
2005-08-30,458.273,459.2207,454.4125,458.1268,60116020.0
2005-08-31,458.0447,462.0428,455.7244,457.4323,40463582.0
2005-09-01,457.41,461.2028,455.87,457.3124,51178887.0
2005-09-02,456.9714,457.9489,453.869,455.6771,57454448.0
2005-09-05,456.1172,460.9231,454.4779,460.3883,78734874.0
2005-09-06,460.2418,460.2747,454.9979,458.3618,63411496.0
2005-09-07,458.358,461.3008,455.479,458.3299,32633108.0
2005-09-08,458.2837,461.6564,457.0167,458.1196,89495733.0
2005-09-09,458.249,464.152,457.6419,460.0348,62964185.0
2005-09-12,460.9102,464.9632,460.8045,464.2101,114991634.0
2005-09-13,463.7229,465.4376,462.1964,462.8189,49909358.0
2005-09-14,462.8807,466.3962,462.1007,462.9725,35841544.0
2005-09-15,462.0871,463.7975,459.7144,460.5683,78716736.0
2005-09-16,460.5837,460.7817,457.5968,460.686,111908291.0
2005-09-19,461.4608,463.5725,459.7497,462.0244,64449106.0
2005-09-20,461.5311,463.4039,458.6825,460.1147,66241852.0
2005-09-21,460.9652,463.8734,460.5351,462.0727,74869791.0
2005-09-22,461.9147,462.6328,460.256,461.3295,98658896.0
2005-09-23,460.6599,460.8063,454.7796,456.365,58512144.0
2005-09-26,456.9512,461.0957,455.3275,460.7975,72871807.0
2005-09-27,458.8737,459.4414,453.963,454.3878,48676510.0
2005-09-28,449.376,450.3444,445.716,446.0577,36876976.0
2005-09-29,445.2965,445.6804,439.0372,441.8694,64621950.0
2005-09-30,441.7476,444.4195,437.1236,440.1599,24380973.0
2005-10-03,440.8947,447.156,437.9925,447.1466,101246077.0
2005-10-04,448.4266,449.9323,446.2219,449.1082,68410920.0
2005-10-05,447.8517,448.5225,439.9553,440.9425,128754414.0
2005-10-06,441.8976,446.3158,439.5001,445.8673,54438158.0
2005-10-07,445.7331,447.0616,442.6477,444.5683,43002606.0
2005-10-10,444.8527,445.4357,441.5113,445.3983,72027153.0
2005-10-11,444.7062,446.1282,440.1823,441.4878,80045686.0
2005-10-12,441.9266,446.8006,441.6115,444.0872,70553336.0
2005-10-13,445.7036,447.6056,443.7443,447.0382,64518112.0
2005-10-14,447.0711,449.368,443.1557,447.3313,67888028.0
2005-10-17,448.651,452.9565,447.9723,450.8543,41218571.0
2005-10-18,451.6733,457.223,451.3452,456.3018,49797207.0
2005-10-19,457.0532,464.0325,456.9935,463.6054,66270030.0
2005-10-20,464.2532,466.547,462.3574,465.9231,59335785.0
2005-10-21,466.8739,468.9023,465.6733,467.4815,54202838.0
2005-10-24,467.7913,469.2824,466.6758,468.4781,88278128.0
2005-10-25,467.0153,467.0153,463.1379,465.3076,62009077.0
2005-10-26,465.5095,468.7385,462.3955,468.0795,59741332.0
2005-10-27,467.9331,469.0762,465.3839,467.5786,70359295.0
2005-10-28,467.0636,467.4243,464.808,466.4079,70217721.0
2005-10-31,466.7972,469.4596,466.3794,469.4596,54208923.0
2005-11-01,469.2815,470.3043,466.0532,468.2741,74270378.0
2005-11-02,468.1532,469.3874,466.2893,467.0315,70232265.0
2005-11-03,466.7234,468.1819,463.5996,466.0181,75938603.0
2005-11-04,464.9694,465.6921,460.4824,462.918,70331023.0
2005-11-07,464.2918,467.0935,463.2416,465.7107,65803066.0
2005-11-08,466.0927,468.5688,465.4997,466.9206,65975674.0
2005-11-09,467.3312,468.5084,465.3167,468.1813,79025141.0
2005-11-10,468.9833,470.1572,468.0781,469.4263,152624657.0
2005-11-11,468.1508,468.6633,467.4899,467.819,77662497.0
2005-11-14,466.9889,467.5489,463.9303,465.5523,73236399.0
2005-11-15,465.516,467.1164,464.9962,465.4806,52372674.0
2005-11-16,465.735,467.4582,464.3441,466.3153,78636296.0
2005-11-17,464.4146,464.7844,457.8798,458.52,98384028.0
2005-11-18,458.4699,460.2708,456.75,458.242,80303953.0
2005-11-21,458.067,459.3016,456.8465,457.9527,47255659.0
2005-11-22,458.1181,460.3084,455.9922,459.9923,27618698.0
2005-11-23,462.1897,468.3734,461.969,467.498,77128245.0
2005-11-24,468.3339,471.6614,467.8851,469.5982,50615828.0
2005-11-25,468.188,469.0706,462.7399,464.2348,51984250.0
2005-11-28,463.6211,464.4709,460.6941,461.6721,115420730.0
2005-11-29,460.951,462.7629,456.8273,457.8462,54480636.0
2005-11-30,457.1866,459.4597,454.1907,455.277,97505522.0
2005-12-01,456.9133,461.4019,456.4584,459.3894,81657447.0
2005-12-02,460.2644,463.3743,458.1958,463.3743,35682359.0
2005-12-05,463.6221,467.1595,461.2655,465.5297,106049277.0
2005-12-06,464.2641,465.1206,461.1725,461.9543,133376819.0
2005-12-07,462.2552,464.076,461.1172,462.853,51939300.0
2005-12-08,462.9365,466.3624,461.8632,463.9308,73691253.0
2005-12-09,462.3938,463.4017,459.6199,461.0642,51983441.0
2005-12-12,461.5984,465.3312,461.0819,463.3062,79982053.0
2005-12-13,460.6,461.1966,457.233,457.7365,78323304.0
2005-12-14,468.5837,479.4103,468.4743,479.4103,37754152.0
2005-12-15,479.164,480.025,473.4494,476.6432,68647208.0
2005-12-16,476.0445,477.089,473.2656,474.9682,73384741.0
2005-12-19,475.3161,477.3973,473.2221,476.6768,55500094.0
2005-12-20,475.0266,475.5536,470.6744,473.6678,42010063.0
2005-12-21,476.056,483.7813,474.6349,481.5606,64688466.0
2005-12-22,481.4116,484.2699,479.4303,480.2534,107166270.0
2005-12-23,479.8312,480.9688,476.8445,477.7049,51701896.0
2005-12-26,476.392,478.2001,473.9634,473.9634,104393373.0
2005-12-27,473.9713,476.2571,472.4079,474.5455,57524370.0
2005-12-28,474.0166,474.7932,471.888,473.2823,84966938.0
2005-12-29,473.4421,475.6043,470.4763,473.6295,84328979.0
2005-12-30,473.3642,473.9717,471.1358,473.1057,60723231.0
2006-01-02,472.9202,473.2597,469.367,472.5525,59716244.0
2006-01-03,474.1039,476.3295,472.3468,475.9998,72416927.0
2006-01-04,476.3503,479.3068,473.9658,478.364,72455033.0
2006-01-05,477.9096,478.4176,474.1393,476.5903,94348870.0
2006-01-06,477.1459,481.1933,476.8142,479.7651,144579841.0
2006-01-09,480.2136,482.3657,479.5265,481.6392,104924928.0
2006-01-10,480.5391,481.12,475.1164,475.2256,56146853.0
2006-01-11,475.5645,477.9133,473.9217,476.3773,65300223.0
2006-01-12,477.5103,478.3145,476.7402,478.0917,76157949.0
2006-01-13,478.2203,479.3986,476.3828,478.62,52433205.0
2006-01-16,479.0585,480.2108,477.0774,480.0063,61694790.0
2006-01-17,480.461,483.3386,480.4072,482.24,65951666.0
2006-01-18,479.1233,480.8466,475.4207,475.5517,40260275.0
2006-01-19,478.6857,484.051,478.0983,483.8329,62071429.0
2006-01-20,482.7913,483.3996,474.5086,474.6185,49727157.0
2006-01-23,475.3957,480.4835,473.1087,479.2229,59519654.0
2006-01-24,478.6859,480.9671,475.3978,476.8321,81127921.0
2006-01-25,479.1029,485.5695,478.1995,485.0613,46190003.0
2006-01-26,485.315,489.5844,484.366,487.6231,46630944.0
2006-01-27,488.2257,490.4747,486.7106,489.6485,48599104.0
2006-01-30,488.5647,488.5647,485.4041,485.7421,66688917.0
2006-01-31,485.2109,486.6007,483.8089,484.9498,81976133.0
2006-02-01,485.9352,487.6773,483.1697,487.5693,38602438.0
2006-02-02,487.6582,490.5877,484.8858,487.9536,51384302.0
2006-02-03,489.5966,493.351,487.8741,493.0921,150846120.0
2006-02-06,492.4704,492.7112,488.037,490.0217,65149393.0
2006-02-07,490.3247,493.9051,489.2811,493.0293,69186793.0
2006-02-08,494.7026,497.2526,492.4919,496.9394,75074412.0
2006-02-09,496.0884,496.2042,490.5062,493.0608,70056538.0
2006-02-10,491.8784,493.1823,488.9975,489.6611,42579090.0
2006-02-13,488.8108,488.8108,484.6478,487.5676,38400836.0
2006-02-14,487.1876,487.5439,483.1174,485.722,70289681.0
2006-02-15,485.2494,487.8104,481.5295,482.0674,33422704.0
2006-02-16,478.7661,479.6575,474.5376,475.1132,50347771.0
2006-02-17,475.1398,476.0627,469.0068,475.3746,80178005.0
2006-02-20,475.535,477.8698,475.2285,475.9058,40259856.0
2006-02-21,474.3538,474.6329,470.2233,472.914,52850999.0
2006-02-22,472.0795,472.9236,468.4845,469.9357,72884581.0
2006-02-23,469.0287,469.7048,465.9675,467.7962,47660253.0
2006-02-24,462.9941,463.4506,459.7059,461.1468,71261605.0
2006-02-27,460.9876,463.23,459.5901,460.4208,55914483.0
2006-02-28,461.2275,464.2018,460.6689,461.958,96298396.0
2006-03-01,463.3483,464.5633,459.6348,464.5454,56579198.0
2006-03-02,465.8159,468.1455,464.2951,467.706,81384218.0
2006-03-03,469.0285,474.605,468.8713,473.0998,42340884.0
2006-03-06,472.7234,473.7858,470.0842,471.1883,77533766.0
2006-03-07,470.9614,471.3405,468.0989,469.2796,92301672.0
2006-03-08,470.4018,472.2381,469.0288,472.0117,67733729.0
2006-03-09,474.1374,479.8317,474.1374,479.3083,33985086.0
2006-03-10,478.7229,480.0905,473.6895,476.293,99387230.0
2006-03-13,475.7668,479.8601,475.1491,475.2492,66059290.0
2006-03-14,475.2441,477.5707,472.9593,475.1693,51142189.0
2006-03-15,475.2264,478.1222,474.9864,475.3015,62200812.0
2006-03-16,475.4723,476.5919,473.4418,476.5709,35814738.0
2006-03-17,477.7126,481.8297,477.6936,479.6507,62548801.0
2006-03-20,479.9023,482.0285,479.4914,480.4861,81648417.0
2006-03-21,481.2948,482.3362,480.0748,482.0841,65386343.0
2006-03-22,481.0316,481.395,477.5545,478.9721,45311454.0
2006-03-23,479.3352,482.4195,478.4493,481.4877,74601060.0
2006-03-24,481.0102,481.285,477.3979,479.2338,131550495.0
2006-03-27,478.1191,478.5654,472.25,473.3859,53859553.0
2006-03-28,475.057,481.3553,473.2626,480.9919,89361845.0
2006-03-29,481.0923,486.6027,479.9883,483.9436,41514254.0
2006-03-30,482.9502,484.0997,479.5876,481.9904,118657463.0
2006-03-31,481.8207,483.1308,474.8279,474.8279,65429261.0
2006-04-03,475.9631,482.034,473.3548,481.3688,44460935.0
2006-04-04,481.5621,485.7537,480.5132,481.8894,55814535.0
2006-04-05,482.0287,486.3156,481.5184,484.7411,83599121.0
2006-04-06,484.4941,485.4111,481.7035,482.6203,38874973.0
2006-04-07,482.776,485.2549,480.8586,483.2967,65483767.0
2006-04-10,484.6394,490.526,484.6394,487.7573,40013779.0
2006-04-11,488.1054,492.4519,488.0674,489.0569,51748724.0
2006-04-12,488.4555,491.338,486.8504,487.2334,111121486.0
2006-04-13,486.9654,488.6507,484.5884,486.719,82173226.0
2006-04-14,487.3272,491.254,485.9234,491.0476,114742966.0
2006-04-17,491.4224,497.2823,490.7876,494.5151,50427204.0
2006-04-18,494.4446,496.6076,492.3777,494.1886,31182721.0
2006-04-19,494.3591,497.3185,494.1908,495.0438,52725843.0
2006-04-20,495.1655,498.2708,491.909,498.2708,64016775.0
2006-04-21,496.5394,496.5949,488.974,490.3497,79991179.0
2006-04-24,489.4628,489.6901,485.7282,486.7354,87917125.0
2006-04-25,485.8775,488.0389,484.3004,484.7158,52999556.0
2006-04-26,484.8567,491.6994,484.7886,488.0474,71441487.0
2006-04-27,487.7417,489.6021,485.1874,486.4768,42614682.0
2006-04-28,488.4107,493.6245,487.2433,492.6371,30919026.0
2006-05-01,492.6203,496.4536,492.4142,492.5353,32537966.0
2006-05-02,493.0976,494.4843,491.733,493.718,79458131.0
2006-05-03,493.0448,493.2925,489.213,490.7066,108955149.0
2006-05-04,490.9048,493.7712,488.9473,491.2265,92344271.0
2006-05-05,489.8966,490.9306,488.7042,489.5041,114755957.0
2006-05-08,490.7133,493.2278,487.8533,492.6015,29051818.0
2006-05-09,492.6742,493.9913,491.1397,492.8061,49985133.0
2006-05-10,491.1064,492.0023,489.0499,489.2632,81347553.0
2006-05-11,488.8248,490.0878,475.0234,475.8939,80130349.0
2006-05-12,474.3829,476.1182,467.0465,469.254,65144517.0
2006-05-15,469.6045,475.8166,468.6819,472.0287,65780705.0
2006-05-16,472.2705,474.9502,467.7179,474.3196,47379329.0
2006-05-17,474.5272,480.3387,474.0008,477.8912,27883606.0
2006-05-18,481.9893,487.2425,481.9008,486.6804,72208980.0
2006-05-19,491.2635,497.5224,490.8408,496.6836,83618588.0
2006-05-22,496.1763,496.4707,488.3133,491.6109,63697913.0
2006-05-23,492.242,500.5589,490.4509,496.6315,59191057.0
2006-05-24,496.5343,499.8681,486.3789,487.293,46635579.0
2006-05-25,487.2505,488.4573,480.5988,486.7373,83192744.0
2006-05-26,488.5299,501.0325,487.9082,500.8771,59042151.0
2006-05-29,500.7091,506.7661,497.902,497.939,39600487.0
2006-05-30,496.8493,497.6839,490.2578,493.5798,71599071.0
2006-05-31,497.1126,503.4949,497.1126,502.7471,72952853.0
2006-06-01,501.9295,502.6014,496.8912,501.1962,35631700.0
2006-06-02,501.57,505.8363,500.19,502.585,44673788.0
2006-06-05,502.9192,509.4247,502.2167,506.8176,54468532.0
2006-06-06,503.7216,505.0725,495.7391,496.4033,36583058.0
2006-06-07,496.5689,497.6997,493.7153,497.5338,42851454.0
2006-06-08,499.6144,504.853,497.6093,502.6092,49182743.0
2006-06-09,503.2372,507.0345,499.988,507.0173,111561791.0
2006-06-12,506.9819,510.6433,504.8611,506.8657,66905711.0
2006-06-13,507.9928,513.1262,505.8989,510.2807,44198296.0
2006-06-14,509.4857,510.8947,502.2841,504.7523,65587593.0
2006-06-15,501.8972,504.3199,496.792,497.4576,97480795.0
2006-06-16,494.1078,494.1078,481.5791,482.7852,34502504.0
2006-06-19,483.8855,491.0571,483.8855,488.7749,72065285.0
2006-06-20,490.587,495.1584,488.8915,494.3763,92977535.0
2006-06-21,491.4089,491.6568,483.0344,486.4819,66632920.0
2006-06-22,486.8041,488.079,482.0032,487.2303,88202726.0
2006-06-23,487.153,489.8934,484.3136,486.9644,79156054.0
2006-06-26,487.3139,495.7593,482.5202,492.9539,109141281.0
2006-06-27,493.2857,496.7079,490.3156,496.7079,74414777.0
2006-06-28,497.9359,504.5942,497.3735,502.0693,87618856.0
2006-06-29,499.0946,500.4699,495.7457,496.1835,41328045.0
2006-06-30,501.3182,505.4015,501.2883,504.902,57474132.0
2006-07-03,506.127,516.8817,505.5396,516.0858,91674654.0
2006-07-04,511.1392,511.4469,504.6922,505.2677,46231717.0
2006-07-05,503.7234,508.0505,500.9232,501.5017,64253130.0
2006-07-06,500.934,502.7121,498.1397,499.8524,54749904.0
2006-07-07,501.6699,508.0902,499.3908,507.3617,55178671.0
2006-07-10,509.4087,514.134,505.9634,514.134,175344558.0
2006-07-11,516.317,520.6937,516.0134,518.51,109500278.0
2006-07-12,517.3664,518.1719,510.7992,510.7992,40911522.0
2006-07-13,510.9491,515.6323,508.543,512.9635,75648922.0
2006-07-14,514.9433,522.1214,513.8686,520.8923,44246795.0
2006-07-17,517.7808,519.1573,511.0372,511.1774,81755545.0
2006-07-18,512.0521,524.7658,512.0521,524.5104,107356021.0
2006-07-19,524.2213,525.5406,520.921,523.1455,64308604.0
2006-07-20,523.666,527.5221,523.2803,525.5361,68354022.0
2006-07-21,523.2935,524.3134,516.836,519.4195,69103247.0
2006-07-24,520.599,527.5085,517.3054,526.9893,73631075.0
2006-07-25,527.8891,530.4258,523.6162,528.654,34642184.0
2006-07-26,526.8636,529.1042,521.1278,522.2376,102058103.0
2006-07-27,522.9532,531.0772,520.7641,529.4575,84462903.0
2006-07-28,530.0586,532.049,529.0128,530.377,61537011.0
2006-07-31,530.1581,532.1932,527.4771,529.3522,61432427.0
2006-08-01,529.7598,531.4127,525.699,530.9663,70738187.0
2006-08-02,531.527,536.1542,529.279,533.8484,44192437.0
2006-08-03,534.2115,535.3042,529.6975,535.2225,78392493.0
2006-08-04,534.0053,534.7791,527.9907,527.9907,67459523.0
2006-08-07,529.145,533.4487,524.0114,532.8383,87291320.0
2006-08-08,533.7762,537.1282,531.215,537.0191,60270339.0
2006-08-09,536.6767,537.4313,531.1035,534.2978,35830650.0
2006-08-10,535.5294,542.5135,535.3045,541.119,48911962.0
2006-08-11,542.1263,545.1922,542.1263,543.694,60223235.0
2006-08-14,543.2804,543.8772,539.934,540.9641,199044592.0
2006-08-15,540.5532,542.3033,537.0396,539.5445,92487295.0
2006-08-16,539.7811,545.7366,538.7578,543.8748,88300763.0
2006-08-17,541.8242,542.8783,530.9702,531.6547,73521710.0
2006-08-18,526.7712,527.1923,520.856,522.2374,54626702.0
2006-08-21,521.8675,524.3447,517.8301,517.9569,75581166.0
2006-08-22,516.1369,520.0678,511.5825,513.3905,81639114.0
2006-08-23,513.4875,515.6686,509.0364,514.1549,70324669.0
2006-08-24,515.5196,519.1094,514.9677,517.9574,45663635.0
2006-08-25,518.5995,520.1397,514.3188,520.1397,97829882.0
2006-08-28,520.8316,529.9942,520.2898,527.2308,104700454.0
2006-08-29,526.8475,529.9037,523.6493,524.9687,67629195.0
2006-08-30,525.6734,531.3894,524.4975,527.6397,43303425.0
2006-08-31,528.158,531.1384,524.9841,530.6628,54972401.0
2006-09-01,534.9783,544.179,533.2936,544.0775,70821352.0
2006-09-04,540.8889,543.8588,536.2444,537.0333,59800263.0
2006-09-05,538.5617,544.1326,538.2808,542.8184,88270004.0
2006-09-06,542.1936,543.9255,539.1554,540.936,58834427.0
2006-09-07,541.2064,543.4183,537.5477,542.0215,52189558.0
2006-09-08,542.1772,547.6349,541.7551,542.7878,42528853.0
2006-09-11,542.388,544.0363,541.2314,541.9887,144414291.0
2006-09-12,542.2707,546.9593,539.9181,543.5901,50651094.0
2006-09-13,543.399,544.2884,537.22,538.3445,54490798.0
2006-09-14,540.5495,545.7318,540.4843,544.1814,90703060.0
2006-09-15,544.4059,546.5373,542.1025,546.5365,70713201.0
2006-09-18,546.6903,551.865,542.665,551.3931,64778317.0
2006-09-19,553.0725,557.5201,551.4004,556.8523,115195142.0
2006-09-20,560.8846,565.0498,560.2256,563.3563,74575368.0
2006-09-21,566.2717,575.0539,565.6338,573.7597,67745093.0
2006-09-22,571.4573,574.7371,566.3389,566.6794,65262700.0
2006-09-25,569.5786,572.0471,568.7564,570.6757,69380838.0
2006-09-26,569.8424,571.5233,566.463,568.6676,122327534.0
2006-09-27,569.5213,571.0076,568.6,569.9403,73047428.0
2006-09-28,569.3268,571.5506,565.2038,566.706,86367068.0
2006-09-29,567.5918,570.0211,566.0001,568.6313,52395150.0
2006-10-02,569.9085,572.0626,568.8769,570.9215,58912435.0
2006-10-03,570.7584,571.8755,565.6903,568.3924,78584440.0
2006-10-04,568.0752,568.1239,563.2161,567.3732,69048432.0
2006-10-05,567.206,569.5997,563.8069,563.8069,65731395.0
2006-10-06,564.1002,568.2494,563.9345,566.8449,104696927.0
2006-10-09,566.482,567.6187,562.3276,564.2028,104969497.0
2006-10-10,566.7748,569.2269,566.7425,568.0523,85037193.0
2006-10-11,568.2322,571.7971,566.7647,571.4551,58358985.0
2006-10-12,569.7155,571.5485,567.1415,567.5142,105487631.0
2006-10-13,567.3027,571.6236,565.2592,565.7812,79403904.0
2006-10-16,566.8856,568.7828,564.6301,568.2067,57035171.0
2006-10-17,567.9963,568.0552,564.3301,566.6846,39336533.0
2006-10-18,567.8757,570.4841,565.8483,570.2911,39808867.0
2006-10-19,568.4013,568.964,561.4408,561.4408,86783517.0
2006-10-20,564.0959,567.6595,563.3388,567.2616,92138979.0
2006-10-23,567.3816,569.5987,563.668,567.5923,29100605.0
2006-10-24,568.4313,574.122,568.4313,572.8994,37102519.0
2006-10-25,571.8475,572.2363,566.3765,569.2773,37916228.0
2006-10-26,568.0848,568.7492,563.5522,563.7793,91471864.0
2006-10-27,562.7479,564.7026,561.6382,562.2705,101364149.0
2006-10-30,561.7949,562.7397,559.1907,561.2164,67235760.0
2006-10-31,560.5524,560.5524,555.2877,558.4825,62553568.0
2006-11-01,557.5084,557.7725,553.037,554.6726,60937944.0
2006-11-02,556.2032,564.4011,554.9556,564.4011,45676403.0
2006-11-03,564.6393,567.2718,562.7995,565.5734,80330469.0
2006-11-06,565.9692,569.8954,563.4041,567.123,70263792.0
2006-11-07,567.406,570.9672,565.2791,570.4036,36226207.0
2006-11-08,568.6412,568.793,565.7025,567.0967,48399556.0
2006-11-09,569.6595,576.9703,569.281,576.0593,78745620.0
2006-11-10,575.2399,576.1902,570.7354,571.8977,57352882.0
2006-11-13,570.8414,572.3706,569.5667,569.9921,73130134.0
2006-11-14,569.9543,571.1099,567.2405,569.901,97034959.0
2006-11-15,567.8531,567.8531,555.6249,556.8826,48179680.0
2006-11-16,555.0911,556.244,544.6162,544.9692,136111424.0
2006-11-17,542.6534,543.742,535.2723,538.5433,68066471.0
2006-11-20,537.2457,537.8295,523.2684,527.5254,51389310.0
2006-11-21,526.696,529.0134,524.0072,526.1748,64617176.0
2006-11-22,524.8506,525.6935,522.3306,523.3277,89741230.0
2006-11-23,527.5829,531.4327,525.4822,530.6143,57765089.0
2006-11-24,529.9222,530.0051,520.5989,523.8182,83477584.0
2006-11-27,525.2592,537.843,519.6232,536.1562,63770124.0
2006-11-28,540.0891,543.7739,538.5555,543.3249,77554172.0
2006-11-29,544.8489,556.1448,542.6879,554.3751,79525061.0
2006-11-30,554.4486,555.4545,550.0102,554.5847,92570677.0
2006-12-01,556.8893,562.7506,554.8261,561.8758,74633224.0
2006-12-04,561.9392,564.19,556.9515,562.7792,57279092.0
2006-12-05,563.7116,566.9645,558.7286,565.6196,91317816.0
